year,borough,complaint_type,count
2010,Staten Island,Tattooing,8
2010,Staten Island,Animal Facility - No Permit,8
2010,Staten Island,Discipline and Suspension,6
2010,Staten Island,Highway Sign - Damaged,5
2010,Staten Island,Unsanitary Animal Facility,5
2010,Staten Island,Collection Truck Noise,5
2010,Staten Island,Registration and Transfers,5
2010,Staten Island,Bridge Condition,4
2010,Staten Island,Adopt-A-Basket,4
2010,Staten Island,GENERAL CONSTRUCTION,4
2010,Staten Island,Drinking Water,3
2010,Staten Island,Calorie Labeling,3
2010,Staten Island,Highway Sign - Missing,3
2010,Staten Island,NONCONST,2
2010,Staten Island,PAINT - PLASTER,2
2010,Staten Island,No Child Left Behind,2
2010,Staten Island,PLUMBING,1
2010,Staten Island,Highway Sign - Dangling,1
2010,Staten Island,Illegal Animal Sold,1
2010,Staten Island,Lifeguard,1
2010,Staten Island,Public Toilet,1
2010,Staten Island,Radioactive Material,1
2010,Staten Island,X-Ray Machine/Equipment,1
2010,Staten Island,Bottled Water,1
2010,UNSPECIFIED,HEATING,213766
2010,UNSPECIFIED,GENERAL CONSTRUCTION,126998
2010,UNSPECIFIED,PLUMBING,111373
2010,UNSPECIFIED,PAINT - PLASTER,93127
2010,UNSPECIFIED,NONCONST,69591
2010,UNSPECIFIED,ELECTRIC,38991
2010,UNSPECIFIED,APPLIANCE,14993
2010,UNSPECIFIED,CONSTRUCTION,1304
2010,UNSPECIFIED,Sanitation Condition,29
2010,UNSPECIFIED,Street Light Condition,24
2010,UNSPECIFIED,Dirty Conditions,18
2010,UNSPECIFIED,Taxi Complaint,13
2010,UNSPECIFIED,Consumer Complaint,10
2010,UNSPECIFIED,Senior Center Complaint,2
2010,UNSPECIFIED,Traffic,1
2010,UNSPECIFIED,Litter Basket / Request,1
2010,UNSPECIFIED,Vacant Lot,1
2010,UNSPECIFIED,Homeless Encampment,1
2011,Bronx,HEATING,35740
2011,Bronx,GENERAL CONSTRUCTION,32548
2011,Bronx,Noise - Residential,29032
2011,Bronx,PLUMBING,27475
2011,Bronx,PAINT - PLASTER,25883
2011,Bronx,NONCONST,16030
2011,Bronx,Water System,11012
2011,Bronx,Street Condition,10998
2011,Bronx,Street Light Condition,8437
2011,Bronx,ELECTRIC,8312
2011,Bronx,Blocked Driveway,7884
2011,Bronx,Dirty Conditions,5984
2011,Bronx,Rodent,4344
2011,Bronx,Sewer,4049
2011,Bronx,Graffiti,3552
2011,Bronx,APPLIANCE,3455
2011,Bronx,Illegal Parking,3338
2011,Bronx,General Construction/Plumbing,3266
2011,Bronx,Building/Use,3112
2011,Bronx,Damaged Tree,2992
2011,Bronx,Sanitation Condition,2787
2011,Bronx,Noise - Street/Sidewalk,2738
2011,Bronx,Consumer Complaint,2354
2011,Bronx,Traffic Signal Condition,2135
2011,Bronx,Elevator,2110
2011,Bronx,Sidewalk Condition,1946
2011,Bronx,Noise,1895
2011,Bronx,Missed Collection (All Materials),1732
2011,Bronx,Noise - Vehicle,1686
2011,Bronx,Overgrown Tree/Branches,1417
2011,Bronx,Derelict Vehicle,1411
2011,Bronx,Noise - Commercial,1402
2011,Bronx,Derelict Vehicles,1329
2011,Bronx,Snow,1233
2011,Bronx,Broken Parking Meter,1109
2011,Bronx,Root/Sewer/Sidewalk Condition,919
2011,Bronx,Noise Survey,818
2011,Bronx,Dead Tree,802
2011,Bronx,Highway Condition,728
2011,Bronx,New Tree Request,692
2011,Bronx,Food Establishment,662
2011,Bronx,Electrical,636
2011,Bronx,Indoor Air Quality,622
2011,Bronx,Air Quality,573
2011,Bronx,Plumbing,506
2011,Bronx,Non-Emergency Police Matter,494
2011,Bronx,Broken Muni Meter,479
2011,Bronx,Unsanitary Animal Pvt Property,443
2011,Bronx,Boilers,429
2011,Bronx,Lead,417
2011,Bronx,Taxi Complaint,409
2011,Bronx,Street Sign - Missing,408
2011,Bronx,Street Sign - Damaged,402
2011,Bronx,Maintenance or Facility,395
2011,Bronx,School Maintenance,395
2011,Bronx,For Hire Vehicle Complaint,391
2011,Bronx,Water Conservation,359
2011,Bronx,Other Enforcement,338
2011,Bronx,Vending,329
2011,Bronx,Litter Basket / Request,315
2011,Bronx,Traffic,310
2011,Bronx,Food Poisoning,309
2011,Bronx,Window Guard,285
2011,Bronx,CONSTRUCTION,281
2011,Bronx,Asbestos,241
2011,Bronx,Bus Stop Shelter Complaint,230
2011,Bronx,Hazardous Materials,217
2011,Bronx,Noise - Park,206
2011,Bronx,Industrial Waste,204
2011,Bronx,Smoking,197
2011,Bronx,Drinking,190
2011,Bronx,Special Projects Inspection Team (SPIT),173
2011,Bronx,Street Sign - Dangling,172
2011,Bronx,Curb Condition,158
2011,Bronx,Unleashed Dog,153
2011,Bronx,Emergency Response Team (ERT),149
2011,Bronx,Homeless Encampment,146
2011,Bronx,Vacant Lot,144
2011,Bronx,Non-Residential Heat,142
2011,Bronx,Investigations and Discipline (IAD),139
2011,Bronx,Illegal Tree Damage,136
2011,Bronx,Disorderly Youth,125
2011,Bronx,Construction Safety Enforcement,123
2011,Bronx,Public Payphone Complaint,118
2011,Bronx,BEST/Site Safety,114
2011,Bronx,Overflowing Litter Baskets,114
2011,Bronx,Water Quality,109
2011,Bronx,Sweeping/Missed-Inadequate,100
2011,Bronx,Noise - House of Worship,87
2011,Bronx,Indoor Sewage,83
2011,Bronx,Recycling Enforcement,76
2011,Bronx,Miscellaneous Categories,74
2011,Bronx,Animal in a Park,69
2011,Bronx,Bridge Condition,69
2011,Bronx,Safety,67
2011,Bronx,Violation of Park Rules,63
2011,Bronx,City Vehicle Placard Complaint,56
2011,Bronx,Unsanitary Pigeon Condition,55
2011,Bronx,Senior Center Complaint,49
2011,Bronx,OEM Disabled Vehicle,44
2011,Bronx,Teaching/Learning/Instruction,43
2011,Bronx,Discipline and Suspension,43
2011,Bronx,Illegal Animal Kept as Pet,39
2011,Bronx,Cranes and Derricks,39
2011,Bronx,Scaffold Safety,35
2011,Bronx,Quality of Life,28
2011,Bronx,Harboring Bees/Wasps,25
2011,Bronx,Bus Stop Shelter Placement,25
2011,Bronx,Bike/Roller/Skate Chronic,22
2011,Bronx,Tattooing,22
2011,Bronx,Posting Advertisement,20
2011,Bronx,Urinating in Public,20
2011,Bronx,Municipal Parking Facility,20
2011,Bronx,Health,20
2011,Bronx,Illegal Fireworks,18
2011,Bronx,Summer Camp,18
2011,Bronx,Mold,17
2011,Bronx,Noise - Helicopter,17
2011,Bronx,Registration and Transfers,17
2011,Bronx,Highway Sign - Damaged,14
2011,Bronx,Construction,13
2011,Bronx,Unsanitary Animal Facility,11
2011,Bronx,Beach/Pool/Sauna Complaint,10
2011,Bronx,Drinking Water,8
2011,Bronx,Panhandling,8
2011,Bronx,Adopt-A-Basket,8
2011,Bronx,Animal Facility - No Permit,7
2011,Bronx,Poison Ivy,7
2011,Bronx,Highway Sign - Missing,7
2011,Bronx,Collection Truck Noise,7
2011,Bronx,Parent Leadership,7
2011,Bronx,Stalled Sites,4
2011,Bronx,Highway Sign - Dangling,3
2011,Bronx,X-Ray Machine/Equipment,3
2011,Bronx,Bottled Water,3
2011,Bronx,Legal Services Provider Complaint,3
2011,Bronx,Found Property,2
2011,Bronx,Calorie Labeling,1
2011,Bronx,Illegal Animal Sold,1
2011,Bronx,Lifeguard,1
2011,Bronx,Plant,1
2011,Bronx,Public Toilet,1
2011,Bronx,Radioactive Material,1
2011,Bronx,Transportation Provider Complaint,1
2011,Bronx,No Child Left Behind,1
2011,Brooklyn,GENERAL CONSTRUCTION,42936
2011,Brooklyn,HEATING,40234
2011,Brooklyn,PLUMBING,34892
2011,Brooklyn,Noise - Residential,34014
2011,Brooklyn,PAINT - PLASTER,32379
2011,Brooklyn,Street Condition,28232
2011,Brooklyn,NONCONST,23105
2011,Brooklyn,Blocked Driveway,19816
2011,Brooklyn,Street Light Condition,16463
2011,Brooklyn,Water System,14720
2011,Brooklyn,ELECTRIC,12758
2011,Brooklyn,Sewer,11687
2011,Brooklyn,Illegal Parking,11333
2011,Brooklyn,Dirty Conditions,11206
2011,Brooklyn,Traffic Signal Condition,9861
2011,Brooklyn,General Construction/Plumbing,9326
2011,Brooklyn,Sanitation Condition,9147
2011,Brooklyn,Building/Use,8211
2011,Brooklyn,Damaged Tree,7860
2011,Brooklyn,Noise,7447
2011,Brooklyn,Rodent,7311
2011,Brooklyn,Sidewalk Condition,7239
2011,Brooklyn,Missed Collection (All Materials),5531
2011,Brooklyn,Noise - Commercial,5389
2011,Brooklyn,Graffiti,4739
2011,Brooklyn,Consumer Complaint,4665
2011,Brooklyn,Noise - Street/Sidewalk,4274
2011,Brooklyn,APPLIANCE,4242
2011,Brooklyn,Overgrown Tree/Branches,4059
2011,Brooklyn,Snow,4017
2011,Brooklyn,Noise - Vehicle,3904
2011,Brooklyn,Derelict Vehicles,3880
2011,Brooklyn,New Tree Request,3685
2011,Brooklyn,Derelict Vehicle,3293
2011,Brooklyn,Street Sign - Damaged,2903
2011,Brooklyn,Taxi Complaint,2643
2011,Brooklyn,Root/Sewer/Sidewalk Condition,2429
2011,Brooklyn,Broken Parking Meter,2264
2011,Brooklyn,Noise Survey,2068
2011,Brooklyn,Elevator,1806
2011,Brooklyn,Dead Tree,1775
2011,Brooklyn,Food Establishment,1693
2011,Brooklyn,Electrical,1613
2011,Brooklyn,Air Quality,1558
2011,Brooklyn,Lead,1509
2011,Brooklyn,Broken Muni Meter,1433
2011,Brooklyn,Other Enforcement,1390
2011,Brooklyn,Plumbing,1300
2011,Brooklyn,Street Sign - Missing,1243
2011,Brooklyn,Indoor Air Quality,1240
2011,Brooklyn,Non-Emergency Police Matter,1130
2011,Brooklyn,Litter Basket / Request,981
2011,Brooklyn,Maintenance or Facility,961
2011,Brooklyn,Sweeping/Missed-Inadequate,941
2011,Brooklyn,Water Conservation,904
2011,Brooklyn,Emergency Response Team (ERT),890
2011,Brooklyn,Vending,780
2011,Brooklyn,Highway Condition,755
2011,Brooklyn,Unsanitary Animal Pvt Property,742
2011,Brooklyn,Noise - Helicopter,682
2011,Brooklyn,Noise - Park,668
2011,Brooklyn,For Hire Vehicle Complaint,656
2011,Brooklyn,Food Poisoning,651
2011,Brooklyn,Special Projects Inspection Team (SPIT),645
2011,Brooklyn,Street Sign - Dangling,628
2011,Brooklyn,Curb Condition,615
2011,Brooklyn,Traffic,592
2011,Brooklyn,School Maintenance,584
2011,Brooklyn,Boilers,553
2011,Brooklyn,CONSTRUCTION,527
2011,Brooklyn,Asbestos,514
2011,Brooklyn,Illegal Tree Damage,507
2011,Brooklyn,Smoking,500
2011,Brooklyn,Hazardous Materials,499
2011,Brooklyn,Noise - House of Worship,497
2011,Brooklyn,Investigations and Discipline (IAD),484
2011,Brooklyn,BEST/Site Safety,465
2011,Brooklyn,Window Guard,460
2011,Brooklyn,Overflowing Litter Baskets,418
2011,Brooklyn,Homeless Encampment,415
2011,Brooklyn,Bridge Condition,387
2011,Brooklyn,Bus Stop Shelter Complaint,376
2011,Brooklyn,Industrial Waste,375
2011,Brooklyn,Vacant Lot,349
2011,Brooklyn,Drinking,333
2011,Brooklyn,Recycling Enforcement,289
2011,Brooklyn,Public Payphone Complaint,265
2011,Brooklyn,Non-Residential Heat,262
2011,Brooklyn,Unleashed Dog,260
2011,Brooklyn,Construction Safety Enforcement,248
2011,Brooklyn,Disorderly Youth,244
2011,Brooklyn,Water Quality,223
2011,Brooklyn,Indoor Sewage,204
2011,Brooklyn,Unsanitary Pigeon Condition,183
2011,Brooklyn,Derelict Bicycle,168
2011,Brooklyn,City Vehicle Placard Complaint,113
2011,Brooklyn,Urinating in Public,103
2011,Brooklyn,Bike/Roller/Skate Chronic,102
2011,Brooklyn,Plant,90
2011,Brooklyn,Animal in a Park,79
2011,Brooklyn,Safety,75
2011,Brooklyn,Bike Rack Condition,73
2011,Brooklyn,Illegal Animal Kept as Pet,72
2011,Brooklyn,Senior Center Complaint,72
2011,Brooklyn,Illegal Fireworks,70
2011,Brooklyn,Scaffold Safety,70
2011,Brooklyn,Violation of Park Rules,69
2011,Brooklyn,Mold,68
2011,Brooklyn,Posting Advertisement,66
2011,Brooklyn,Cranes and Derricks,65
2011,Brooklyn,Bus Stop Shelter Placement,60
2011,Brooklyn,OEM Disabled Vehicle,55
2011,Brooklyn,Discipline and Suspension,54
2011,Brooklyn,Summer Camp,52
2011,Brooklyn,Harboring Bees/Wasps,48
2011,Brooklyn,Construction,47
2011,Brooklyn,Beach/Pool/Sauna Complaint,46
2011,Brooklyn,Teaching/Learning/Instruction,46
2011,Brooklyn,Collection Truck Noise,37
2011,Brooklyn,Quality of Life,33
2011,Brooklyn,Found Property,29
2011,Brooklyn,Unsanitary Animal Facility,26
2011,Brooklyn,Municipal Parking Facility,25
2011,Brooklyn,Tattooing,20
2011,Brooklyn,Panhandling,19
2011,Brooklyn,Forensic Engineering,18
2011,Brooklyn,Highway Sign - Damaged,14
2011,Brooklyn,Poison Ivy,14
2011,Brooklyn,Health,14
2011,Brooklyn,Animal Facility - No Permit,13
2011,Brooklyn,Stalled Sites,13
2011,Brooklyn,Registration and Transfers,13
2011,Brooklyn,Highway Sign - Missing,11
2011,Brooklyn,Illegal Animal Sold,10
2011,Brooklyn,Public Toilet,10
2011,Brooklyn,Legal Services Provider Complaint,10
2011,Brooklyn,Parent Leadership,10
2011,Brooklyn,Drinking Water,6
2011,Brooklyn,Highway Sign - Dangling,6
2011,Brooklyn,Adopt-A-Basket,4
2011,Brooklyn,Lifeguard,3
2011,Brooklyn,X-Ray Machine/Equipment,3
2011,Brooklyn,Miscellaneous Categories,3
2011,Brooklyn,Radioactive Material,2
2011,Brooklyn,Bottled Water,2
2011,Brooklyn,Lost Property,1
2011,Brooklyn,Special Natural Area District (SNAD),1
2011,Brooklyn,Trans Fat,1
2011,Brooklyn,Transportation Provider Complaint,1
2011,Brooklyn,Portable Toilet,1
2011,Manhattan,HEATING,27317
2011,Manhattan,Noise - Residential,24327
2011,Manhattan,Street Condition,21228
2011,Manhattan,GENERAL CONSTRUCTION,18611
2011,Manhattan,PLUMBING,16003
2011,Manhattan,Noise,15730
2011,Manhattan,PAINT - PLASTER,14408
2011,Manhattan,Taxi Complaint,12918
2011,Manhattan,Broken Muni Meter,11053
2011,Manhattan,Water System,10724
2011,Manhattan,NONCONST,9473
2011,Manhattan,Noise - Commercial,7875
2011,Manhattan,Noise - Street/Sidewalk,7832
2011,Manhattan,Illegal Parking,6319
2011,Manhattan,General Construction/Plumbing,6211
2011,Manhattan,ELECTRIC,5013
2011,Manhattan,Noise - Vehicle,4489
2011,Manhattan,Dirty Conditions,4412
2011,Manhattan,Rodent,4328
2011,Manhattan,Consumer Complaint,4236
2011,Manhattan,Sewer,3881
2011,Manhattan,Sidewalk Condition,3857
2011,Manhattan,Graffiti,3310
2011,Manhattan,Air Quality,2903
2011,Manhattan,Noise Survey,2851
2011,Manhattan,Street Light Condition,2532
2011,Manhattan,Vending,2359
2011,Manhattan,Food Establishment,2325
2011,Manhattan,Building/Use,2089
2011,Manhattan,Sanitation Condition,1967
2011,Manhattan,Elevator,1901
2011,Manhattan,APPLIANCE,1810
2011,Manhattan,Blocked Driveway,1609
2011,Manhattan,Traffic Signal Condition,1588
2011,Manhattan,Missed Collection (All Materials),1557
2011,Manhattan,Indoor Air Quality,1516
2011,Manhattan,New Tree Request,1468
2011,Manhattan,Damaged Tree,1393
2011,Manhattan,Traffic,1354
2011,Manhattan,Special Projects Inspection Team (SPIT),1202
2011,Manhattan,Lead,1135
2011,Manhattan,Other Enforcement,1057
2011,Manhattan,Noise - Park,1050
2011,Manhattan,Food Poisoning,1044
2011,Manhattan,Homeless Encampment,998
2011,Manhattan,Emergency Response Team (ERT),977
2011,Manhattan,Maintenance or Facility,967
2011,Manhattan,Street Sign - Damaged,962
2011,Manhattan,Non-Emergency Police Matter,877
2011,Manhattan,Electrical,854
2011,Manhattan,Broken Parking Meter,829
2011,Manhattan,Dead Tree,821
2011,Manhattan,Snow,818
2011,Manhattan,Asbestos,744
2011,Manhattan,Litter Basket / Request,727
2011,Manhattan,For Hire Vehicle Complaint,652
2011,Manhattan,Plumbing,650
2011,Manhattan,Smoking,649
2011,Manhattan,Bus Stop Shelter Complaint,548
2011,Manhattan,Overgrown Tree/Branches,542
2011,Manhattan,BEST/Site Safety,527
2011,Manhattan,Public Payphone Complaint,520
2011,Manhattan,Noise - Helicopter,514
2011,Manhattan,Street Sign - Missing,498
2011,Manhattan,Hazardous Materials,486
2011,Manhattan,Boilers,482
2011,Manhattan,Found Property,463
2011,Manhattan,Derelict Vehicle,463
2011,Manhattan,Highway Condition,459
2011,Manhattan,Street Sign - Dangling,401
2011,Manhattan,Illegal Tree Damage,391
2011,Manhattan,Construction Safety Enforcement,387
2011,Manhattan,School Maintenance,374
2011,Manhattan,Investigations and Discipline (IAD),371
2011,Manhattan,Noise - House of Worship,366
2011,Manhattan,Drinking,348
2011,Manhattan,Derelict Vehicles,303
2011,Manhattan,Disorderly Youth,300
2011,Manhattan,Curb Condition,296
2011,Manhattan,Recycling Enforcement,289
2011,Manhattan,Industrial Waste,284
2011,Manhattan,Non-Residential Heat,276
2011,Manhattan,Unsanitary Animal Pvt Property,262
2011,Manhattan,Bike/Roller/Skate Chronic,250
2011,Manhattan,Overflowing Litter Baskets,210
2011,Manhattan,Water Conservation,202
2011,Manhattan,CONSTRUCTION,190
2011,Manhattan,Derelict Bicycle,188
2011,Manhattan,Unsanitary Pigeon Condition,186
2011,Manhattan,Root/Sewer/Sidewalk Condition,175
2011,Manhattan,Bridge Condition,157
2011,Manhattan,Violation of Park Rules,156
2011,Manhattan,Urinating in Public,154
2011,Manhattan,Sweeping/Missed-Inadequate,152
2011,Manhattan,Scaffold Safety,134
2011,Manhattan,Animal in a Park,123
2011,Manhattan,Water Quality,119
2011,Manhattan,Bike Rack Condition,111
2011,Manhattan,Cranes and Derricks,103
2011,Manhattan,Unleashed Dog,102
2011,Manhattan,City Vehicle Placard Complaint,99
2011,Manhattan,Window Guard,93
2011,Manhattan,Mold,78
2011,Manhattan,Senior Center Complaint,77
2011,Manhattan,Bus Stop Shelter Placement,76
2011,Manhattan,Indoor Sewage,66
2011,Manhattan,Vacant Lot,62
2011,Manhattan,Panhandling,60
2011,Manhattan,Posting Advertisement,54
2011,Manhattan,Collection Truck Noise,43
2011,Manhattan,Miscellaneous Categories,42
2011,Manhattan,Beach/Pool/Sauna Complaint,38
2011,Manhattan,Illegal Fireworks,36
2011,Manhattan,Safety,29
2011,Manhattan,Plant,27
2011,Manhattan,OEM Disabled Vehicle,27
2011,Manhattan,Discipline and Suspension,26
2011,Manhattan,Animal Facility - No Permit,21
2011,Manhattan,Tattooing,20
2011,Manhattan,Drinking Water,19
2011,Manhattan,Public Toilet,19
2011,Manhattan,Teaching/Learning/Instruction,19
2011,Manhattan,Illegal Animal Kept as Pet,16
2011,Manhattan,Stalled Sites,16
2011,Manhattan,Construction,16
2011,Manhattan,Calorie Labeling,13
2011,Manhattan,Summer Camp,12
2011,Manhattan,Highway Sign - Missing,9
2011,Manhattan,Registration and Transfers,8
2011,Manhattan,Harboring Bees/Wasps,7
2011,Manhattan,Lifeguard,7
2011,Manhattan,Unsanitary Animal Facility,7
2011,Manhattan,Adopt-A-Basket,7
2011,Manhattan,Health,7
2011,Manhattan,Highway Sign - Damaged,6
2011,Manhattan,Lost Property,6
2011,Manhattan,Squeegee,6
2011,Manhattan,X-Ray Machine/Equipment,6
2011,Manhattan,Illegal Animal Sold,5
2011,Manhattan,Forensic Engineering,5
2011,Manhattan,Legal Services Provider Complaint,5
2011,Manhattan,Highway Sign - Dangling,3
2011,Manhattan,Bottled Water,3
2011,Manhattan,Transportation Provider Complaint,3
2011,Manhattan,Municipal Parking Facility,2
2011,Manhattan,Poison Ivy,2
2011,Manhattan,Radioactive Material,2
2011,Manhattan,Building Condition,2
2011,Manhattan,Quality of Life,2
2011,Manhattan,Trans Fat,2
2011,Manhattan,ATF,2
2011,Manhattan,Parent Leadership,2
2011,Manhattan,PAINT/PLASTER,1
2011,Manhattan,Interior Demo,1
2011,Manhattan,No Child Left Behind,1
2011,Queens,Street Condition,26618
2011,Queens,Blocked Driveway,21427
2011,Queens,Street Light Condition,21293
2011,Queens,Noise - Residential,21167
2011,Queens,Sewer,18138
2011,Queens,Water System,16663
2011,Queens,HEATING,16445
2011,Queens,Damaged Tree,13660
2011,Queens,GENERAL CONSTRUCTION,13028
2011,Queens,Dirty Conditions,12413
2011,Queens,PLUMBING,11842
2011,Queens,Building/Use,11831
2011,Queens,Illegal Parking,10386
2011,Queens,PAINT - PLASTER,9674
2011,Queens,Traffic Signal Condition,9346
2011,Queens,NONCONST,7712
2011,Queens,Sanitation Condition,7493
2011,Queens,General Construction/Plumbing,7094
2011,Queens,Missed Collection (All Materials),6452
2011,Queens,Derelict Vehicle,6082
2011,Queens,Overgrown Tree/Branches,5303
2011,Queens,Sidewalk Condition,5225
2011,Queens,Noise,4751
2011,Queens,ELECTRIC,4320
2011,Queens,Consumer Complaint,4181
2011,Queens,Rodent,4177
2011,Queens,Derelict Vehicles,4036
2011,Queens,Graffiti,3999
2011,Queens,Dead Tree,3982
2011,Queens,Snow,3890
2011,Queens,Construction,3702
2011,Queens,New Tree Request,3393
2011,Queens,Root/Sewer/Sidewalk Condition,3314
2011,Queens,Noise - Commercial,3169
2011,Queens,Broken Muni Meter,2396
2011,Queens,Taxi Complaint,2235
2011,Queens,Noise - Street/Sidewalk,2182
2011,Queens,Street Sign - Damaged,2085
2011,Queens,Noise - Vehicle,1986
2011,Queens,Plumbing,1524
2011,Queens,Street Sign - Missing,1481
2011,Queens,Highway Condition,1474
2011,Queens,APPLIANCE,1453
2011,Queens,Noise Survey,1376
2011,Queens,Lead,1355
2011,Queens,Broken Parking Meter,1309
2011,Queens,Food Establishment,1262
2011,Queens,Non-Emergency Police Matter,1221
2011,Queens,Other Enforcement,1140
2011,Queens,Water Conservation,1107
2011,Queens,Elevator,1048
2011,Queens,Air Quality,966
2011,Queens,Curb Condition,777
2011,Queens,Street Sign - Dangling,697
2011,Queens,Litter Basket / Request,693
2011,Queens,Unsanitary Animal Pvt Property,680
2011,Queens,Maintenance or Facility,673
2011,Queens,Electrical,656
2011,Queens,Indoor Air Quality,643
2011,Queens,Vending,634
2011,Queens,Traffic,594
2011,Queens,For Hire Vehicle Complaint,592
2011,Queens,Food Poisoning,581
2011,Queens,Special Projects Inspection Team (SPIT),577
